"","dateTime","use","gen","temp","hum","vis","press","windBearing","pricipIntensity"
"1",2014-01-01,28.585738334,1.61818889,20.7452631578947,0.524210526315789,9.95789473684211,1026.52842105263,260.157894736842,0
"2",2014-01-02,39.883293332,0.106145002,16.4216666666667,0.777916666666667,3.75333333333333,1023.2425,52.9583333333333,0.00254583333333333
"3",2014-01-03,33.985448889,1.670373889,5.95166666666667,0.682916666666667,4.45291666666667,1014.56208333333,220.041666666667,0.00272916666666667
"4",2014-01-04,30.534423333,2.524063336,2.93125,0.619583333333333,9.80875,1030.12416666667,231.708333333333,0
"5",2014-01-05,34.634099443,2.039717777,17.6845833333333,0.682083333333333,9.02291666666667,1025.17958333333,197.083333333333,3.75e-05
"6",2014-01-06,23.772013336,0.252582779,39.48875,0.890833333333333,4.22541666666667,1003.22333333333,172.541666666667,0.0242541666666667
"7",2014-01-07,30.900919446,1.943773335,13.52125,0.481666666666667,9.71791666666667,1009.98458333333,284.166666666667,3.75e-05
"8",2014-01-08,28.612392223,2.581142223,9.04708333333333,0.503333333333333,9.99833333333333,1028.16,230.25,0
"9",2014-01-09,26.575403889,2.476882778,18.1958333333333,0.575833333333333,9.96125,1034.00916666667,254.291666666667,0
"10",2014-01-10,21.281099443,0.189449443,20.93625,0.834166666666667,6.88291666666667,1033.02791666667,184.208333333333,0.00157916666666667
"11",2014-01-11,23.236464446,0.177939445,40.8029166666667,0.935416666666667,3.1,1014.06125,155.333333333333,0.0147375
"12",2014-01-12,27.27875611,0.542735555,44.1366666666667,0.71,9.45791666666667,999.981666666667,269.083333333333,0.00755416666666667
"13",2014-01-13,21.780581111,1.424249446,36.41125,0.659166666666667,9.94166666666667,1016.8275,216.333333333333,0
"14",2014-01-14,21.382089442,0.15198222,44.0679166666667,0.825,7.29541666666667,1009.26666666667,203.541666666667,0.0124666666666667
"15",2014-01-15,14.086585001,1.718665555,37.63875,0.836666666666667,7.51166666666667,1011.99416666667,223.916666666667,0.00216666666666667
"16",2014-01-16,21.773226667,0.196936669,34.6329166666667,0.873333333333333,7.28333333333333,1012.19375,250.5,0.0001125
"17",2014-01-17,20.555670554,1.524104444,32.9841666666667,0.80375,7.12916666666667,1013.4375,217.833333333333,3.75e-05
"18",2014-01-18,18.085303885,0.105110556,30.7016666666667,0.874583333333333,6.34416666666667,1009.12166666667,182.291666666667,0.003425
"19",2014-01-19,20.9328,0.105539998,27.86625,0.760416666666667,8.34291666666667,1005.38166666667,249.958333333333,0.000604166666666667
"20",2014-01-20,23.856396112,0.330859444,33.2229166666667,0.635,9.61875,1001.47666666667,227.916666666667,0.000225
"21",2014-01-21,24.700044999,0.388887779,16.3420833333333,0.53875,9.09166666666667,1014.4,208.125,0.0001625
"22",2014-01-22,24.615741668,0.384046667,7.05083333333333,0.54375,8.87458333333333,1011.06,215.291666666667,0.000208333333333333
"23",2014-01-23,25.293880555,1.856082222,6.71833333333333,0.5275,9.96458333333333,1016.78166666667,302.041666666667,0
"24",2014-01-24,26.775699447,2.303250001,9.04375,0.520833333333333,9.84666666666667,1023.74416666667,282.833333333333,0
"25",2014-01-25,35.981351112,0.494521111,18.92875,0.555416666666667,8.28958333333333,1008.77625,197.375,0.000504166666666667
"26",2014-01-26,30.512111111,0.19668611,16.5425,0.57625,9.11541666666667,1003.23375,254.083333333333,0.000458333333333333
"27",2014-01-27,31.718390555,0.171117224,24.7133333333333,0.640833333333333,9.54958333333333,1006.32,216.875,0.00035
"28",2014-01-28,26.644600556,1.513610554,13.5004166666667,0.36625,9.99333333333333,1021.71333333333,290.25,0
"29",2014-01-29,28.302351113,2.344302218,14.5604166666667,0.452916666666667,9.72875,1020.825,258.333333333333,0.000133333333333333
"30",2014-01-30,21.320652222,2.387367778,14.8841666666667,0.470833333333333,9.9975,1026.56666666667,219.833333333333,0
"31",2014-01-31,21.523286667,1.490636111,26.3470833333333,0.519166666666667,9.95666666666667,1019.86,220.625,0
"32",2014-02-01,20.163073332,1.489377778,32.7679166666667,0.60625,9.755,1023.93916666667,216.791666666667,0.000183333333333333
"33",2014-02-02,22.600216112,0.608947779,38.13375,0.789166666666667,8.14916666666667,1014.65875,217.583333333333,0.0013875
"34",2014-02-03,22.181566112,0.109363889,32.4791666666667,0.785,6.98125,1020.30708333333,178.375,0.00376666666666667
"35",2014-02-04,24.738539999,0.733626667,22.7425,0.77125,8.41208333333333,1028.14666666667,283.833333333333,0
"36",2014-02-05,29.455775001,0.106063333,26.2241666666667,0.8475,4.46625,1018.03625,80.5,0.0235875
"37",2014-02-06,20.310500555,1.620487778,21.1279166666667,0.69625,9.03666666666667,1019.47291666667,317.75,2e-04
"38",2014-02-07,18.73659111,2.645145556,12.60375,0.667916666666667,9.64916666666667,1023.7275,252.25,0
"39",2014-02-08,27.618269445,1.760287779,15.3066666666667,0.566666666666667,9.80208333333333,1024.46083333333,264.583333333333,0
"40",2014-02-09,35.327649447,2.011917775,20.5516666666667,0.54125,9.72958333333333,1020.17708333333,285.875,8.33333333333333e-05
"41",2014-02-10,48.637716112,1.481363336,20.71,0.671666666666667,8.15791666666667,1016.80916666667,271.5,0.0009125
"42",2014-02-11,46.998832776,2.84575,11.8108333333333,0.614166666666667,9.62375,1025.4625,283.875,0
"43",2014-02-12,33.916104444,2.498684999,9.98916666666667,0.56625,9.93416666666667,1032.65791666667,260.625,0
"44",2014-02-13,47.793809446,0.106675556,20.465,0.770833333333333,4.805,1019.44375,39.875,0.0127833333333333
"45",2014-02-14,59.986362223,1.035009442,30.5075,0.78625,6.26916666666667,988.465416666667,240.625,0.0145375
"46",2014-02-15,63.590689998,0.178158334,26.1954166666667,0.81,5.80625,1007.26958333333,124.958333333333,0.00140833333333333
"47",2014-02-16,38.099822223,0.30664389,24.2641666666667,0.615,8.32375,1007.51833333333,308.458333333333,0.000791666666666667
"48",2014-02-17,30.783826667,0.823015,17.7575,0.440833333333333,9.9375,1022.32708333333,315.666666666667,3.33333333333333e-05
"49",2014-02-18,27.45683111,0.084555004,15.1291666666667,0.6975,6.81583333333333,1022.85416666667,107.041666666667,0.00197916666666667
"50",2014-02-19,22.108122223,0.103547224,19.5570833333333,0.872083333333333,6.385,1014.77541666667,150.333333333333,0.0047625
"51",2014-02-20,18.879608889,1.393940557,35.5304166666667,0.719166666666667,7.97333333333333,1017.74916666667,231,0.00133333333333333
"52",2014-02-21,18.851665555,0.241875001,35.4516666666667,0.905416666666667,4.41125,1015.29416666667,80.875,0.0157958333333333
"53",2014-02-22,25.305604443,2.759030557,36.83625,0.715416666666667,7.19958333333333,1011.9075,216.75,0.000391666666666667
"54",2014-02-23,25.419941667,0.798518887,38.26625,0.572916666666667,9.9575,1013.72291666667,215.875,0
"55",2014-02-24,23.59992111,1.695911665,31.2279166666667,0.5375,9.7425,1010.05958333333,287.916666666667,0
"56",2014-02-25,24.187358892,1.450758335,21.2483333333333,0.517083333333333,9.89416666666667,1014.89166666667,280.375,0
"57",2014-02-26,20.191143333,1.886715557,17.2804166666667,0.563333333333333,9.87541666666667,1012.18375,247.333333333333,0
"58",2014-02-27,24.841479998,1.56818722,13.3875,0.515416666666667,9.71875,1007.74625,218.291666666667,0.000308333333333333
"59",2014-02-28,23.218341111,3.213766111,12.2825,0.419166666666667,9.41166666666667,1021.35791666667,295.916666666667,0
"60",2014-03-01,23.966143889,2.355577224,13.0770833333333,0.539166666666667,9.84541666666667,1028.19916666667,180.625,0
"61",2014-03-02,30.475785554,1.185572224,30.6229166666667,0.5725,9.81208333333333,1018.2125,243.75,0
"62",2014-03-03,29.100333335,1.185943886,19.18875,0.464583333333333,10,1019.74666666667,322.833333333333,0
"63",2014-03-04,23.123019444,2.002406668,12.3641666666667,0.496666666666667,9.94791666666667,1027.04125,278.125,0
"64",2014-03-05,21.186286113,0.927041109,23.43875,0.548333333333333,9.82625,1025.20583333333,180.041666666667,0
"65",2014-03-06,19.787627779,3.26264611,17.2720833333333,0.435416666666667,9.96708333333333,1034.61583333333,83.5833333333333,0
"66",2014-03-07,19.469018334,3.06687833,17.9733333333333,0.585416666666667,9.88333333333333,1028.65375,152.958333333333,0
"67",2014-03-08,25.809832222,1.633631109,33.8716666666667,0.603333333333333,9.95083333333333,1011.53625,202.875,0
"68",2014-03-09,21.652018889,3.36025111,33.4182608695652,0.517826086956522,9.8795652173913,1013.0447826087,316.086956521739,0
"69",2014-03-10,32.098933888,0.747468334,32.8075,0.551666666666667,9.69208333333333,1009.56041666667,215.958333333333,0
"70",2014-03-11,17.799126666,3.227177778,41.86375,0.616666666666667,8.92583333333333,1002.0075,236.875,0.000283333333333333
"71",2014-03-12,26.906578888,0.333258889,39.0683333333333,0.74125,8.71458333333333,1000.21083333333,110.875,0.00711666666666667
"72",2014-03-13,29.522351111,1.286925557,20.8133333333333,0.695833333333333,6.40541666666667,994.77875,325.708333333333,0.00422916666666667
